"id","date_heure","lieu","montant","type","compte_credit_id","compte_debit_id","modele_detection_id"
"22","2020-01-27 14:33:56.76","Francoisestad","652.78","RETRAIT","209","479","2"
"23","2023-04-14 13:27:20.608","Macshire","911.11","PAIEMENT_CARTE_CREDIT","389","455","5"
"24","2022-07-15 10:54:03.906","Cathietown","847.58","VIREMENT","262","117","2"
"25","2023-07-25 16:54:02.77","Port Stella","206.55","AUTRE","307","347","3"
"26","2023-03-21 14:20:40.719","West Suanneside","81.25","TRANSFERT_INTERNE","171","482","5"
"27","2021-02-15 10:11:11.517","Mayertside","550.77","VIREMENT","168","259","4"
"28","2021-12-09 22:22:49.437","North Derick","385.24","RETRAIT","367","295","5"
"29","2022-07-26 03:21:09.312","Kutchbury","237.06","RETRAIT","335","98","4"
"30","2020-05-19 20:58:11.284","Lake Abram","9.58","PAIEMENT_CARTE_CREDIT","363","196","4"
"31","2021-11-09 19:49:20.193","Port Tanikafort","387.49","TRANSFERT_INTERNE","171","27","5"
"32","2022-05-04 03:14:41.888","Lucianoland","106.5","TRANSFERT_INTERNE","397","448","4"
"33","2023-01-22 22:57:35.859","West Rico","540.71","VIREMENT","348","322","3"
"34","2023-09-26 01:44:13.437","Lake Carylon","21.09","PAIEMENT_CARTE_CREDIT","84","177","3"
"35","2020-02-28 11:25:31.915","West Deechester","78.44","AUTRE","311","335","2"
"36","2020-10-17 17:46:02.889","Lake Treasa","846.16","VIREMENT","121","356","4"
"37","2020-10-14 02:28:41.162","Balistreriville","447.21","PAIEMENT_CARTE_CREDIT","268","185","3"
"38","2020-04-24 07:52:00.745","East Lymanland","339.84","RETRAIT","130","29","5"
"39","2022-07-12 16:22:47.57","Kaylenehaven","561.37","VIREMENT","434","21","3"
"40","2020-12-13 00:53:05.934","North Dannie","350.81","PAIEMENT_CARTE_CREDIT","490","454","2"
"41","2020-11-23 18:28:00.61","Port Glenburgh","304.19","AUTRE","189","470","4"
"42","2023-06-07 06:42:53.731","Lake Trishastad","511.04","RETRAIT","199","487","3"
"43","2020-07-22 17:05:21.066","Konopelskitown","231.76","PAIEMENT_CARTE_CREDIT","95","190","1"
"44","2021-05-01 03:03:13.81","East Marxfort","562.1","TRANSFERT_INTERNE","142","14","1"
"45","2020-09-13 02:48:30.864","South Karan","925.41","PAIEMENT_CARTE_CREDIT","99","45","3"
"46","2022-03-03 10:49:03.046","South Sheltonhaven","272.49","PAIEMENT_CARTE_CREDIT","441","245","5"
"47","2020-10-04 13:17:37.937","North Chestershire","590.38","RETRAIT","87","55","5"
"48","2021-11-23 05:25:03.968","Lockmanburgh","600.02","VIREMENT","379","396","4"
"49","2020-08-01 06:04:37.483","New Lincolnbury","929.33","RETRAIT","215","56","3"
"50","2021-08-06 14:55:12.832","Krisstad","503.05","AUTRE","127","189","4"
"51","2020-10-14 03:41:48.452","Gavinstad","576.72","AUTRE","20","380","3"
"52","2022-01-16 06:59:53.736","Lindgrenmouth","546.32","AUTRE","389","355","4"
"53","2023-04-25 08:05:48.841","Kasiport","34.78","VIREMENT","6","335","3"
"54","2022-06-12 04:47:11.878","Marquardtburgh","313.3","RETRAIT","97","91","3"
"55","2020-09-27 04:09:39.103","Ilachester","32.38","TRANSFERT_INTERNE","62","280","2"
"56","2023-08-12 13:56:56.088","West Dorettafort","801.44","VIREMENT","81","213","1"
"57","2022-02-28 05:56:25.368","West Lachelle","544.07","TRANSFERT_INTERNE","225","256","4"
"58","2022-01-06 23:52:37.03","Port Lamar","852.18","TRANSFERT_INTERNE","366","151","5"
"59","2022-08-06 23:04:52.661","Ahmedport","616.32","TRANSFERT_INTERNE","21","165","4"
"60","2022-08-21 22:16:28.263","Emmanuelbury","201.79","AUTRE","418","181","4"
"61","2020-08-06 05:05:36.709","West Adell","667.4","TRANSFERT_INTERNE","65","29","3"
"62","2020-05-24 21:27:18.249","Lorabury","473.27","VIREMENT","436","365","1"
"63","2021-03-13 12:30:52.5","East Walker","707.14","RETRAIT","145","222","4"
"64","2020-04-29 10:01:41.799","Huelstown","867.89","PAIEMENT_CARTE_CREDIT","217","427","5"
"65","2020-03-06 08:02:56.953","Wintheiserfort","90.69","AUTRE","323","429","5"
"66","2021-05-11 12:59:52.157","Shawanaville","860.74","TRANSFERT_INTERNE","405","391","2"
"67","2020-03-05 00:08:08.262","Larkinland","920.37","VIREMENT","47","130","4"
"68","2020-07-06 13:34:36.489","Klington","499.52","AUTRE","352","179","2"
"69","2020-11-25 11:32:24.316","Keeblerview","739.19","VIREMENT","44","186","3"
"70","2022-12-23 19:20:19.728","Marvinville","373.34","AUTRE","458","343","1"
"71","2021-05-19 06:01:04.846","South Davidbury","377.32","TRANSFERT_INTERNE","71","335","5"
"72","2021-12-27 01:42:24.71","Lake Omer","296.41","VIREMENT","25","305","5"
"73","2022-08-31 01:15:22.92","New Wilbert","303.33","RETRAIT","460","412","2"
"74","2022-01-15 21:23:05.059","East Rufina","12.33","RETRAIT","407","73","3"
"75","2020-07-21 11:54:48.979","Faheyside","734.23","VIREMENT","54","393","4"
"76","2022-06-17 00:26:49.871","Pollichview","342.75","AUTRE","145","3","2"
"77","2022-10-11 00:05:23.645","New Lyndonland","847.86","VIREMENT","380","307","4"
"78","2021-01-03 05:52:46.411","Dominickfurt","949.25","VIREMENT","369","458","3"
"79","2023-07-23 03:40:52.513","Alvinside","945.6","TRANSFERT_INTERNE","398","140","2"
"80","2022-03-20 05:30:46.472","Lake Quinton","837.2","RETRAIT","358","372","5"
"81","2021-07-26 01:03:22.101","Port Hal","17.67","VIREMENT","249","133","5"
"82","2021-01-27 17:05:48.94","East Santosfort","106.12","AUTRE","300","213","5"
"83","2020-02-29 03:22:46.264","Krishaven","376.2","RETRAIT","479","156","5"
"84","2021-11-24 01:21:45.124","North Nicky","693.85","VIREMENT","44","197","4"
"85","2023-01-11 21:32:58.582","Herzogview","577.14","AUTRE","122","188","4"
"86","2023-08-31 23:09:14.18","Creminton","404.11","AUTRE","475","357","3"
"87","2023-09-09 04:57:32.002","Lake Maragret","392.26","PAIEMENT_CARTE_CREDIT","190","74","1"
"88","2020-03-09 19:43:56.648","Strosinside","445.7","PAIEMENT_CARTE_CREDIT","161","104","5"
"89","2020-09-09 11:59:37.501","Laquitaland","100.19","AUTRE","9","172","3"
"90","2022-06-07 00:59:39.434","Gerardoton","292.36","TRANSFERT_INTERNE","8","85","5"
"91","2022-08-07 08:35:02.251","Rowechester","384.72","PAIEMENT_CARTE_CREDIT","379","402","4"
"92","2022-05-06 10:44:45.56","East Thalia","774.59","PAIEMENT_CARTE_CREDIT","113","370","2"
"93","2021-07-27 09:24:35.358","Gaylordfort","241.87","PAIEMENT_CARTE_CREDIT","441","308","5"
"94","2022-04-17 18:15:59.822","North Brandonbury","811.84","PAIEMENT_CARTE_CREDIT","345","426","2"
"95","2023-02-26 16:54:20.055","Camillaside","934.29","AUTRE","317","406","3"
"96","2023-01-13 10:09:34.542","Darronton","391.95","VIREMENT","485","173","4"
"97","2020-10-24 19:17:47.888","Shonnaland","406.13","TRANSFERT_INTERNE","323","253","3"
"98","2021-04-28 17:56:41.597","East Katheryn","281.91","VIREMENT","470","400","3"
"99","2020-10-30 15:57:36.816","Wunschchester","483.9","TRANSFERT_INTERNE","218","264","5"
"100","2022-12-24 11:21:14.075","Lake Gladis","770.82","RETRAIT","484","400","3"
"101","2021-08-30 07:50:50.697","Lake Nenita","773.77","RETRAIT","408","207","3"
"102","2022-06-05 07:23:38.94","Edmundstad","537.25","TRANSFERT_INTERNE","288","297","2"
"103","2023-03-16 01:06:21.005","West Edward","212.69","VIREMENT","278","364","2"
"104","2020-01-30 17:11:31.722","Mattport","834.28","AUTRE","87","454","5"
"105","2022-08-05 07:53:42.34","Lake Kiaraborough","904.36","VIREMENT","31","313","4"
"106","2022-06-11 18:38:51.755","Batzstad","655.49","RETRAIT","105","402","2"
"107","2023-06-05 17:50:28.206","Port Abrambury","710.01","RETRAIT","402","428","4"
"108","2021-09-29 15:08:07.665","New Jeanelle","957.18","RETRAIT","354","27","3"
"109","2023-06-22 15:28:37.412","Gleasonport","33.1","PAIEMENT_CARTE_CREDIT","216","202","5"
"110","2022-12-26 22:06:47.694","South Gavinfort","700.73","TRANSFERT_INTERNE","180","96","3"
"111","2021-07-13 00:58:51.641","Doriston","796.46","PAIEMENT_CARTE_CREDIT","399","305","5"
"112","2020-08-16 18:19:02.381","East Perryfort","639.32","TRANSFERT_INTERNE","418","50","5"
"113","2022-02-07 01:26:26.909","South Louieshire","933.37","TRANSFERT_INTERNE","264","275","3"
"114","2022-09-24 19:04:27.386","North Gerardchester","322.98","AUTRE","115","272","1"
"115","2022-12-17 12:00:25.904","Carrollview","463.21","VIREMENT","356","56","5"
"116","2023-04-16 18:51:32.127","Angelport","509.44","TRANSFERT_INTERNE","321","297","2"
"117","2020-01-19 07:26:04.883","Mendyview","488.37","RETRAIT","439","201","3"
"118","2022-11-09 18:21:34.72","Edmondborough","127.02","VIREMENT","28","324","5"
"119","2022-10-30 02:41:27.01","Chrisbury","10.63","RETRAIT","299","290","1"
"120","2020-03-03 14:09:21.397","Langmouth","21.96","TRANSFERT_INTERNE","252","298","4"
"121","2023-01-31 12:21:55.544","Lake Candyceton","224.12","TRANSFERT_INTERNE","483","387","1"
"122","2021-02-05 13:46:37.795","Kesslermouth","174.12","RETRAIT","371","144","2"
"123","2022-02-27 20:15:30.08","West Huldaland","951.26","TRANSFERT_INTERNE","341","130","5"
"124","2022-07-30 02:36:18.891","Murazikshire","346","VIREMENT","84","397","4"
"125","2021-05-13 06:29:23.839","Lake Emmett","803.52","AUTRE","251","85","1"
"126","2022-04-09 14:52:07.262","Port Elisabeth","354.8","TRANSFERT_INTERNE","439","244","2"
"127","2020-05-11 10:38:13.449","East Danita","787.88","TRANSFERT_INTERNE","410","380","5"
"128","2021-02-15 07:23:18.096","New Nydiaborough","14.04","PAIEMENT_CARTE_CREDIT","393","239","4"
"129","2023-04-09 00:51:53.73","Danielbury","755.45","AUTRE","138","287","4"
"130","2022-01-27 01:03:08.289","New Chistad","140.75","VIREMENT","173","422","5"
"131","2022-09-03 16:14:09.291","Hilpertstad","524.59","TRANSFERT_INTERNE","16","98","4"
"132","2023-08-04 03:07:11.154","Xochitlhaven","446.03","RETRAIT","33","32","3"
"133","2023-02-23 05:38:46.019","New Nu","493.67","VIREMENT","201","296","2"
"134","2022-03-09 11:10:52.398","Trantowhaven","977.52","RETRAIT","237","159","4"
"135","2022-10-15 00:41:01.002","Lake Faye","839.31","TRANSFERT_INTERNE","483","409","2"
"136","2022-12-31 01:08:19.788","Jeanstad","307.07","VIREMENT","130","41","5"
"137","2021-08-08 23:52:47.703","Krajcikton","955.07","VIREMENT","387","453","4"
"138","2023-07-03 01:46:25.176","South Rosalindatown","50.16","AUTRE","246","308","2"
"139","2023-02-09 10:20:41.943","Heaneyberg","809.16","RETRAIT","402","271","3"
"140","2023-09-15 15:17:46.785","Kubport","764.96","AUTRE","13","394","5"
"141","2021-08-28 02:12:08.82","Robelbury","658.13","TRANSFERT_INTERNE","456","386","2"
"142","2022-12-03 13:51:45.489","South Jonah","595.83","TRANSFERT_INTERNE","136","32","3"
"143","2023-05-16 21:01:12.056","Augustinefurt","139.06","AUTRE","104","216","1"
"144","2022-02-13 02:07:40.599","Lueilwitzmouth","361.3","RETRAIT","81","22","5"
"145","2023-02-05 16:23:45.371","Jasperburgh","165.36","AUTRE","457","139","1"
"146","2021-06-03 01:45:08.833","West Shondramouth","916.91","TRANSFERT_INTERNE","217","319","3"
"147","2023-05-14 21:25:56.677","Lake Kandicebury","876.29","VIREMENT","96","14","4"
"148","2023-09-10 10:47:52.619","Port Galen","64.7","RETRAIT","458","401","4"
"149","2023-06-11 10:35:55.338","Debbraville","371.7","TRANSFERT_INTERNE","196","165","5"
"150","2022-08-11 17:22:13.609","Howellberg","705.42","RETRAIT","111","313","3"
"151","2023-01-30 11:23:16.442","West Isaiahhaven","504.65","TRANSFERT_INTERNE","366","426","4"
"152","2022-10-24 05:29:08.423","West Elisa","486.89","AUTRE","321","491","3"
"153","2022-08-15 22:07:15.954","West Marionhaven","715.61","RETRAIT","195","103","4"
"154","2022-06-10 01:57:01.16","Lake Georgina","240.05","AUTRE","194","167","3"
"155","2020-12-25 09:22:41.469","Lake Ericport","140.17","VIREMENT","18","289","5"
"156","2020-05-16 09:25:23.88","Mikelborough","505.01","TRANSFERT_INTERNE","427","276","3"
"157","2022-10-06 17:42:39.951","Wehnerborough","693.28","VIREMENT","283","478","2"
"158","2020-02-07 08:33:07.393","Lake Cicelyton","646.99","AUTRE","472","224","3"
"159","2020-11-24 10:04:02.96","New Salvatoreview","716.63","VIREMENT","142","394","4"
"160","2020-07-24 22:56:02.578","New Hayley","776.45","PAIEMENT_CARTE_CREDIT","95","280","5"
"161","2020-04-11 12:30:49.475","South Haydeeview","723.92","AUTRE","308","448","2"
"162","2023-05-24 22:42:16.285","Deedeeberg","468.6","PAIEMENT_CARTE_CREDIT","382","306","5"
"163","2021-05-09 04:55:44.894","Karleneport","402.35","AUTRE","186","290","5"
"164","2022-11-10 04:30:24.409","Vontown","101.99","AUTRE","394","168","5"
"165","2022-07-13 09:32:41.847","Port Sueann","663.56","VIREMENT","326","238","4"
"166","2022-03-22 19:32:56.019","Marnachester","920.18","RETRAIT","414","283","4"
"167","2021-10-01 08:32:11.343","Theressaborough","719.5","TRANSFERT_INTERNE","100","83","5"
"168","2023-06-18 17:58:53.86","West Eddie","426.59","VIREMENT","136","437","3"
"169","2020-04-25 08:52:50.321","South Rana","526.5","RETRAIT","196","111","1"
"170","2022-07-16 06:33:06.197","Lashundaton","311.67","RETRAIT","266","169","1"
"171","2022-02-19 02:24:46.751","Pagestad","683.15","VIREMENT","426","343","3"
"172","2020-08-18 06:17:41.419","Schmidtmouth","748.58","RETRAIT","425","159","4"
"173","2021-02-13 21:42:16.664","Gleichnerstad","508.82","PAIEMENT_CARTE_CREDIT","240","42","4"
"174","2020-05-18 12:35:05.33","North Emilio","751.32","TRANSFERT_INTERNE","137","280","3"
"175","2020-09-15 08:27:40.466","New Hueyland","226.63","AUTRE","492","394","2"
"176","2020-10-27 07:33:57.146","Fionaland","970.57","AUTRE","472","120","2"
"177","2023-06-29 05:20:17.04","Port Dalenebury","273.69","AUTRE","73","416","5"
"178","2023-09-10 02:50:49.887","New Jenniefurt","630.76","VIREMENT","218","316","4"
"179","2023-09-15 02:05:50.322","Port Linette","203.54","VIREMENT","234","170","3"
"180","2022-09-11 06:12:11.657","Laurebury","417.76","RETRAIT","89","211","5"
"181","2022-07-12 20:37:09.737","East Kym","914.41","AUTRE","463","210","2"
"182","2023-09-04 18:34:24.197","South Margarita","437.81","VIREMENT","72","476","5"
"183","2023-01-10 05:32:03.606","North Vasiliki","745.74","RETRAIT","70","375","2"
"184","2020-05-22 08:29:44.418","Rollandside","81.09","AUTRE","42","241","2"
"185","2020-02-26 15:08:11.304","Adolfomouth","625.75","PAIEMENT_CARTE_CREDIT","216","78","2"
"186","2020-03-18 10:08:44.758","East Dustymouth","656.57","VIREMENT","211","478","3"
"187","2020-03-04 14:36:32.944","New Irwin","644.64","TRANSFERT_INTERNE","409","118","4"
"188","2023-05-18 21:50:35.141","Sheriseland","777.69","AUTRE","160","53","1"
"189","2020-10-19 12:53:59.395","Port Latoyachester","176.68","RETRAIT","440","230","5"
"190","2020-09-30 01:30:52.903","South Leandro","423.44","VIREMENT","98","471","2"
"191","2021-07-12 13:24:05.022","Rathview","455.46","VIREMENT","142","219","1"
"192","2023-02-18 08:38:22.959","Tremblayfort","597.15","RETRAIT","366","450","1"
"193","2021-07-27 10:08:16.424","Port Norrisburgh","54.72","RETRAIT","363","269","2"
"194","2020-05-08 16:21:16.964","Reynaldoburgh","913.25","VIREMENT","230","349","4"
"195","2020-01-03 15:09:30.065","West Royshire","900.03","RETRAIT","37","178","5"
"196","2023-05-05 11:22:16.92","West Grover","209.86","RETRAIT","278","489","5"
"197","2023-04-20 07:44:21.533","Emmerichchester","492.38","RETRAIT","230","114","5"
"198","2021-10-09 20:20:21.399","Nildashire","342.6","RETRAIT","269","71","5"
"199","2023-07-18 23:22:31.462","Turnerchester","745.35","RETRAIT","454","441","5"
"200","2021-12-07 19:02:41.578","West Natoshafurt","419.28","AUTRE","419","471","3"
"201","2022-10-07 20:32:37.225","Port Leilaniburgh","691.42","RETRAIT","5","28","2"
"202","2023-08-11 10:36:11.432","North Zackaryport","236.58","PAIEMENT_CARTE_CREDIT","482","424","5"
"203","2023-01-25 06:17:21.595","Lake Dane","621.69","RETRAIT","159","99","5"
"204","2023-03-19 22:07:21.159","Ramirochester","739.87","TRANSFERT_INTERNE","410","440","2"
"205","2020-01-23 08:21:12.285","Port Kit","909.53","TRANSFERT_INTERNE","333","97","2"
"206","2022-03-08 01:39:06.509","New Laquanda","463.92","RETRAIT","389","13","1"
"207","2020-05-13 11:52:23.526","Nannetteville","670.73","AUTRE","174","360","3"
"208","2022-08-05 21:20:28.842","North Emory","672.56","RETRAIT","41","294","1"
"209","2022-01-29 18:40:52.458","Port Gladisberg","2.7","RETRAIT","309","171","1"
"210","2021-08-03 01:19:48.844","North Maryjoburgh","163.52","TRANSFERT_INTERNE","144","441","5"
"211","2022-12-09 18:42:23.341","Tromptown","834.32","PAIEMENT_CARTE_CREDIT","413","210","3"
"212","2020-03-20 02:08:11.629","North Suellen","949.03","PAIEMENT_CARTE_CREDIT","358","348","4"
"213","2020-04-10 19:05:04.718","Merylside","234.55","TRANSFERT_INTERNE","77","278","2"
"214","2020-08-15 10:17:42.409","Lake Shuhaven","536.88","AUTRE","314","109","3"
"215","2022-07-25 18:38:45.986","Blandaborough","549.57","AUTRE","12","9","3"
"216","2021-02-02 08:30:27.619","East Fostershire","54.48","TRANSFERT_INTERNE","404","299","3"
"217","2023-04-23 06:15:02.901","Antoinetown","224.71","TRANSFERT_INTERNE","2","388","4"
"218","2023-05-21 02:41:38.607","Kubstad","539.08","TRANSFERT_INTERNE","234","471","2"
"219","2020-05-15 07:43:27.111","Franceland","541.73","RETRAIT","454","97","2"
"220","2022-05-30 01:30:02.147","West Sammy","421.56","PAIEMENT_CARTE_CREDIT","389","260","4"
"221","2022-12-31 10:56:25.619","South Brandon","928.46","AUTRE","445","484","2"
"222","2023-04-17 23:52:09.28","North Mimiton","41.34","TRANSFERT_INTERNE","63","126","4"
"223","2021-05-24 03:04:23.002","Murraymouth","230.39","AUTRE","69","44","2"
"224","2021-12-16 20:34:15.071","South Lorrie","395.51","AUTRE","24","452","3"
"225","2020-08-29 13:47:54.828","Fritschshire","895.54","PAIEMENT_CARTE_CREDIT","277","283","5"
"226","2023-08-14 22:57:55.477","Shadland","617.13","AUTRE","100","288","3"
"227","2021-04-23 11:39:09.517","Sawaynport","549.18","RETRAIT","140","244","2"
"228","2020-03-25 04:07:27.06","South Bobby","36.28","AUTRE","231","49","4"
"229","2021-03-24 10:45:08.97","North Quintonfort","525.21","TRANSFERT_INTERNE","74","240","1"
"230","2023-01-19 13:54:08.943","Morarfurt","144.81","VIREMENT","368","478","3"
"231","2022-12-01 03:57:37.368","Lake Simonmouth","892.58","RETRAIT","425","481","3"
"232","2020-07-11 19:09:39.884","Goodwinville","725.38","TRANSFERT_INTERNE","458","295","2"
"233","2022-10-25 05:45:29.607","South Joan","190.81","AUTRE","473","443","3"
"234","2021-08-29 00:18:59.809","Kuhicfort","447.89","VIREMENT","201","187","1"
"235","2021-05-12 11:48:48.286","Strosinton","468.97","TRANSFERT_INTERNE","174","188","2"
"236","2021-11-08 07:09:05.254","North Roman","200.41","RETRAIT","235","267","5"
"237","2020-10-15 22:54:37.283","South Lenniefurt","263.62","RETRAIT","12","424","4"
"238","2020-06-26 13:30:36.661","Hauckchester","83.64","AUTRE","379","112","5"
"239","2020-07-16 01:28:25.985","New Reynaldo","288.96","VIREMENT","213","330","2"
"240","2022-09-26 17:50:30.789","Berryshire","289.46","RETRAIT","227","94","2"
"241","2023-07-26 22:33:55.913","Delilamouth","549.59","TRANSFERT_INTERNE","35","357","2"
"242","2021-10-08 22:00:12.997","Lake Kristin","330.03","TRANSFERT_INTERNE","205","220","2"
"243","2021-09-21 13:19:59.964","Dannybury","230.53","AUTRE","217","363","4"
"244","2020-09-29 15:26:58.907","Glovershire","107.28","VIREMENT","323","271","5"
"245","2022-08-23 06:23:39.925","East Mason","544.76","TRANSFERT_INTERNE","240","466","4"
"246","2020-08-10 20:43:14.862","Evelynebury","723.88","AUTRE","383","387","3"
"247","2022-08-19 19:43:29.044","New Rolland","186.24","AUTRE","101","269","1"
"248","2021-05-04 02:45:38.897","Irvingberg","372.25","TRANSFERT_INTERNE","23","158","1"
"249","2023-04-28 09:36:29.964","New Shamikafort","420.04","VIREMENT","347","272","4"
"250","2022-07-20 19:37:54.778","Dickport","887.31","AUTRE","345","230","5"
"251","2021-09-18 12:47:00.166","Wittingport","964.69","VIREMENT","243","352","2"
"252","2022-11-30 21:08:23.357","Lake Racheleport","877.27","PAIEMENT_CARTE_CREDIT","6","417","3"
"253","2021-12-28 09:04:39.46","West Alberto","644.06","PAIEMENT_CARTE_CREDIT","9","3","3"
"254","2020-12-17 02:53:37.971","Port Hughberg","971.06","VIREMENT","340","202","2"
"255","2020-02-22 21:24:20.66","Boehmville","977.22","AUTRE","138","226","4"
"256","2021-07-28 15:38:16.703","Luettgenstad","226.73","RETRAIT","217","98","4"
"257","2021-12-26 19:22:11.701","Port Grettachester","639.18","VIREMENT","236","268","4"
"258","2020-04-07 21:17:05.499","North Aline","728.35","VIREMENT","394","394","3"
"259","2021-04-18 09:23:16.508","Tanyaview","967.78","AUTRE","412","62","3"
"260","2020-02-24 13:35:28.334","South Marybeth","457.86","RETRAIT","339","46","4"
"261","2023-09-08 12:04:44.262","Windlermouth","717.33","PAIEMENT_CARTE_CREDIT","488","231","5"
"262","2023-06-25 19:43:11.891","Ornton","288.6","AUTRE","201","192","5"
"263","2020-09-14 12:23:02.971","New Reynaldo","119.14","PAIEMENT_CARTE_CREDIT","435","126","3"
"264","2022-07-11 21:19:12.931","Port Rosieside","348.41","AUTRE","8","424","3"
"265","2023-09-26 05:28:51.412","New Fatimah","864.22","RETRAIT","203","204","2"
"266","2022-08-26 21:29:15.662","Beahanview","344.76","PAIEMENT_CARTE_CREDIT","92","190","3"
"267","2020-08-03 22:31:34.087","Port Art","648.42","AUTRE","452","149","5"
"268","2022-11-27 01:10:57.961","Franklynshire","358.74","AUTRE","307","413","5"
"269","2020-06-20 05:40:35.04","Mitchellview","609.07","AUTRE","486","288","5"
"270","2022-04-17 02:30:47.819","Erinfurt","854.99","AUTRE","323","87","5"
"271","2020-05-08 21:10:58.76","Bashirianchester","482.3","TRANSFERT_INTERNE","486","397","2"
"272","2022-09-03 18:43:12.467","Chasitytown","880.21","RETRAIT","131","404","3"
"273","2022-06-10 09:11:44.717","Edgarton","340.42","AUTRE","308","271","2"
"274","2021-01-01 11:24:18.774","Port Nina","610.76","TRANSFERT_INTERNE","400","412","3"
"275","2021-11-17 17:19:50.284","Chingmouth","563.41","PAIEMENT_CARTE_CREDIT","6","147","1"
"276","2021-12-16 13:19:36.223","Perryton","223.97","VIREMENT","415","477","2"
"277","2022-01-21 17:59:23.128","Lefflerville","85.28","RETRAIT","329","348","4"
"278","2020-08-22 08:48:40.252","Fadelview","608.99","PAIEMENT_CARTE_CREDIT","448","325","2"
"279","2022-12-14 10:11:13.929","Lake Brentonmouth","702.72","RETRAIT","348","43","3"
"280","2022-12-25 08:38:05.968","Port Cedrickton","514.21","VIREMENT","446","207","2"
"281","2020-04-18 18:24:20.062","East Gayle","658.23","RETRAIT","180","281","3"
"282","2022-12-27 08:58:50.774","South Taylor","497.47","TRANSFERT_INTERNE","35","210","3"
"283","2020-09-23 06:38:04.761","Reynoldsstad","221.26","VIREMENT","110","133","2"
"284","2021-09-16 11:33:50.148","East Enoch","228.42","VIREMENT","61","317","3"
"285","2023-09-11 23:02:23.235","Mertzshire","53.74","VIREMENT","43","478","2"
"286","2021-11-02 04:29:56.997","Gildamouth","578.97","AUTRE","259","314","3"
"287","2021-06-01 18:53:54.752","Okport","661.6","RETRAIT","234","180","3"
"288","2021-09-06 01:38:00.214","Jesusitaville","147.98","AUTRE","225","58","5"
"289","2023-07-14 15:07:57.208","Morarhaven","334.48","PAIEMENT_CARTE_CREDIT","36","317","4"
"290","2022-10-11 22:41:36.645","Stammshire","171.7","TRANSFERT_INTERNE","428","304","3"
"291","2022-08-24 00:40:02.497","South Harriette","316.05","VIREMENT","253","138","1"
"292","2022-01-30 18:39:29.767","Lashawnview","112.77","VIREMENT","58","305","3"
"293","2021-07-02 09:27:23.768","East Tegan","673.2","RETRAIT","132","392","5"
"294","2020-07-01 23:39:50.778","Watsicafurt","110.62","AUTRE","407","455","2"
"295","2020-12-26 11:46:52.272","Cruickshankview","282.01","TRANSFERT_INTERNE","43","440","5"
"296","2020-07-03 02:01:54.45","Stantonmouth","541.88","VIREMENT","441","198","3"
"297","2023-05-06 20:05:30.16","Ebonieborough","9.23","AUTRE","164","194","2"
"298","2021-02-05 18:44:58.322","West Anton","472.96","TRANSFERT_INTERNE","79","313","5"
"299","2021-06-20 20:33:37.457","Marvinburgh","162.3","AUTRE","321","431","1"
"300","2020-09-17 19:29:55.635","South Rubinton","749.47","AUTRE","69","174","5"
"301","2020-01-06 22:19:39.194","Conroyfort","794.59","TRANSFERT_INTERNE","324","230","3"
"302","2023-08-03 23:02:17.26","North Clint","454.03","AUTRE","237","467","4"
"303","2020-06-24 18:26:23.787","New Rick","554.74","RETRAIT","37","420","5"
"304","2020-09-14 05:12:57.955","Cornellville","428.46","PAIEMENT_CARTE_CREDIT","18","298","4"
